15834427	very_similar
14523085	not_similar
20056779	not_similar
24840308	similar
19671883	not_similar
16469784	similar
15642747	not_similar
16941495	not_similar
18156464	not_similar
19809865	not_similar
12423249	not_similar
8999874	not_similar
18568035	similar
18417702	similar
20828565	not_similar
19406747	not_similar
20980598	not_similar
20967581	not_similar
9243801	not_similar
25365422	not_similar
25531084	not_similar
18223003	not_similar
11978821	not_similar
15452193	not_similar
12064471	not_similar
16246051	very_similar
9830016	not_similar
16712492	not_similar
10978169	not_similar
12663096	not_similar
16135089	similar
17692997	similar
15709474	not_similar
15670587	not_similar
19515926	similar
10400678	not_similar
19059464	not_similar
15312168	not_similar
17855343	not_similar
17413011	not_similar
18602971	not_similar
16042545	similar
21593310	not_similar
16150730	not_similar
15743924	not_similar
17156133	not_similar
12665519	not_similar
14598316	not_similar
9045694	not_similar
12843253	not_similar
12475558	not_similar
18678563	not_similar
10684867	not_similar
8626544	not_similar
16154266	not_similar
15890777	not_similar
12081630	not_similar
16443723	not_similar
15240796	not_similar
17956317	not_similar
11102481	not_similar
14501002	not_similar
15473868	not_similar
15670741	not_similar
12542699	not_similar
12153480	not_similar
17223266	not_similar
15772078	not_similar
12421354	not_similar
19355846	not_similar
11991763	not_similar
17595112	not_similar
15537891	not_similar
17320856	not_similar
12738769	not_similar
15126696	not_similar
