28707729	similar
27776557	not_similar
25605670	similar
9128269	not_similar
17266026	not_similar
20421921	similar
11850540	not_similar
10945643	not_similar
14693746	not_similar
9390032	not_similar
26215578	not_similar
29214365	not_similar
25285161	not_similar
25406584	similar
28549415	not_similar
22410125	not_similar
22025213	similar
27446983	similar
22777354	not_similar
18787417	not_similar
8712293	not_similar
26343330	similar
7954261	not_similar
24691501	not_similar
12874968	not_similar
8055451	not_similar
23860929	not_similar
15166671	not_similar
17982119	not_similar
20412586	not_similar
7911998	not_similar
21935747	not_similar
9827718	not_similar
18657193	not_similar
18479514	not_similar
24121271	not_similar
20103725	not_similar
7513249	not_similar
23997758	not_similar
26994106	not_similar
23477322	not_similar
26255059	not_similar
7473818	not_similar
9006344	not_similar
23184608	not_similar
11169513	not_similar
12784329	not_similar
18723312	not_similar
10872036	not_similar
17465194	not_similar
1355464	not_similar
10674443	not_similar
17134566	not_similar
9504685	not_similar
22053985	not_similar
15737842	not_similar
10481945	not_similar
19782135	not_similar
2536585	not_similar
10810403	not_similar
17522367	not_similar
23110523	not_similar
18223211	not_similar
9928552	not_similar
22825334	not_similar
19949854	not_similar
8646681	not_similar
19218449	not_similar
16280035	not_similar
9816058	not_similar
16033090	not_similar
25077370	not_similar
10478664	not_similar
8816587	not_similar
29133591	similar
16292950	not_similar
21124756	not_similar
24371431	not_similar
27116366	not_similar
25572806	not_similar
25264427	not_similar
18780960	not_similar
