25174890	similar
22539006	similar
25174649	very_similar
21698001	not_similar
20130188	very_similar
20382224	similar
24830390	similar
21454543	not_similar
21168496	not_similar
19741132	similar
18182054	not_similar
22363216	not_similar
18258746	similar
23231918	not_similar
21248115	similar
19667187	similar
22988862	similar
26269629	not_similar
26123485	very_similar
25731749	similar
19625511	similar
23241745	not_similar
24725412	similar
22736029	not_similar
20074637	not_similar
23455607	not_similar
17623048	not_similar
21972245	not_similar
22773119	not_similar
24459295	similar
22534020	not_similar
21828077	not_similar
19769964	similar
22228096	not_similar
19545277	not_similar
24993787	not_similar
23082216	not_similar
26363496	similar
24025585	not_similar
22639965	not_similar
24167564	not_similar
23646112	not_similar
19630976	not_similar
24754922	not_similar
21238487	not_similar
25830304	very_similar
26546614	not_similar
22315971	not_similar
23125283	not_similar
22433811	not_similar
23396536	not_similar
21362567	similar
22647713	not_similar
24282027	not_similar
16269541	not_similar
24652679	not_similar
22649237	not_similar
22988877	not_similar
24075852	not_similar
21857923	similar
23721786	not_similar
25309331	not_similar
17447891	not_similar
18634852	not_similar
25017139	not_similar
25251388	not_similar
19503083	not_similar
24874075	not_similar
18367605	not_similar
20720502	not_similar
26253900	similar
17388990	not_similar
22615783	not_similar
23075850	not_similar
26159606	similar
20881132	not_similar
19473361	not_similar
16352719	not_similar
18805725	not_similar
